item_id,marketplace,country,main_image_id,domain_name,bullet_point,item_keywords,material,brand,color,item_name,model_name,model_number,product_type
B071SHDBD5,Amazon,FR,81WOxQJcEfL,amazon.fr,,,,,,,,MORRISON,SHOES
B07TF1F381,Amazon,IN,71HmVSwvJvL,amazon.in,"3D Printed Hard Back Case Mobile Cover for Samsung Galaxy A3 (2016) Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. Slim Hard Back Cover No Warranty",mobile cover back cover mobile case phone case mobile panel phone panel Sony Xperia mobile case Sony Xperia phone cover Sony Xperia back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case,,Amazon Brand - Solimo,Others,Amazon Brand - Solimo Designer Yellow and Green Paint 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy A3 (2016),Samsung Galaxy A3 (2016),gz8422-SL40597,CELLULAR_PHONE_CASE
B07D9J2NLP,Amazon,GB,61vhmMtSZEL,amazon.co.uk,"HIGH-QUALITY: Made from high-quality stainless steel for durability, dependability and resistance to rust VERSATILE TOOL: Classic design and convenient to use, whether washing fruit and vegetables, draining pasta or sieving flour SAFETY FIRST: Heat resistant handles on both sides and a stable base EASY CLEANING: Dishwasher safe for easy and quick cleaning after use KITCHEN COMPANION: The ideal accessory for the discerning home cook",colander colander large colanders stainless steel dish drainer kitchen colander kitchen strainer stainless steel colander,Stainless Steel,Eono,Silver,Eono Essentials Stainless Steel Micro-Perforated Strainer/Colander with Handles and Draining Ring Base,,.,HOME
B0857M33RX,Amazon,IN,71XX-sft-CL,amazon.in,"Snug fit for 10.or G, with perfect cut-outs for volume buttons, audio and charging ports Compatible with 10.or G Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. None",10.or G Case Back Cover Designer Case Designer Love Mobile Cover Flexible Case Printed Cover Silicone Case Soft TPU cases and covers fashion case mobile Cover,Silicon,Amazon Brand - Solimo,Multicolor,Amazon Brand - Solimo Designer Love UV Printed Soft Back Case Mobile Cover for 10.or G,10.or G,UV10403-SL27016,CELLULAR_PHONE_CASE
B07DJ8W7W5,Amazon,IN,81a0jVWMy7L,amazon.in,Outer Material: Canvas Lifestyle: Men's Casual Shoes Product Type: Sneakers Shoe Width: Medium Closure Type: Lace-Up Toe Style: Closed Toe Warranty Type: Manufacturer Product warranty against manufacturing defects: 30 days Care Instructions: Allow your pair of shoes to air and de-odorize at regular basis; Using a Shoe-horn to wear your shoes will avoid damage to the back of your shoes; Use Shoe bags to prevent any stains or mildew.,shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers,Canvas,Amazon Brand - Symbol,Navy/Red,Amazon Brand - Symbol Men's Navy/Red Canvas Sneakers-7 UK/India (41 EU) (AZ-YS-142B),,AZ-YS-142B,SHOES
B07TH32W7R,Amazon,IN,81HrPkdoJGL,amazon.in,"3D Printed Hard Back Case Mobile Cover for Vivo V7 Plus Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. Slim Hard Back Cover No Warranty",mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case,,Amazon Brand - Solimo,Others,Amazon Brand - Solimo Designer Wooden Blocks Texture 3D Printed Hard Back Case Mobile Cover for Vivo V7 Plus,Vivo V7 Plus,gz8441-SL40574,CELLULAR_PHONE_CASE
B07YG1KT39,Amazon,FR,81zH1kqfhnL,amazon.fr,,,,,,,,NW14821080-5,OFFICE_PRODUCTS
B085487387,Amazon,IN,71dw-T3+I2L,amazon.in,"Snug fit for LG W10, with perfect cut-outs for volume buttons, audio and charging ports Compatible with LG W10 Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface.",Back Cover Designer Case Designer Golden Butterfly Pattern Mobile Cover Flexible Case LG W10 Case Printed Cover Silicone Case Soft TPU cases and covers fashion case mobile Cover,Silicon,Amazon Brand - Solimo,Multicolor,Amazon Brand - Solimo Designer Golden Butterfly Pattern UV Printed Soft Back Case Mobile Cover for LG W10,LG W10,UV10776-SL12414,CELLULAR_PHONE_CASE
B074H5LWCJ,AmazonFresh,US,91j4HVpF9mL,fresh.amazon.com,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy! Picked at the peak of freshness, our beautifully ripe organic mangoes are quick-frozen just hours after harvest to lock in moisture, flavor and nutrients. An excellent source of Vitamins A and C, they're a deliciously convenient choice in everything from smoothies to homemade ice cream. But don't underestimate a bowl of these as a simple afternoon snack. Fat free, Sodium free. Certified Organic, Certified Kosher, Vegan.","whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value",,365 by Whole Foods Market,,"365 Everyday Value, Organic Mango Chunks, 32 oz, (Frozen)",,,GROCERY
B07TG3NWGP,Amazon,IN,81+LoErraiL,amazon.in,"3D Printed Hard Back Case Mobile Cover for Motorola Moto Z Play Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. Slim Hard Back Cover No Warranty",mobile cover back cover mobile case phone case mobile panel phone panel Asus mobile case Asus phone cover Asus back case Zenfone cases Zenfone cover mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case mobile cover back cover mobile case phone case mobile panel phone panel Motorola mobile case Motorola phone cover Motorola back case,Wood,Amazon Brand - Solimo,Others,Amazon Brand - Solimo Designer Star Impression On Wood 3D Printed Hard Back Case Mobile Cover for Motorola Moto Z Play,Motorola Moto Z Play,gz8276-SL40576,CELLULAR_PHONE_CASE
B07YNJQX2W,AmazonFresh,US,719TFnuvCvL,fresh.amazon.com,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy! Vegan. Certified Gluten Free. USDA Certified Organic. QAI Certified Organic - If It's Organic, It's Non-GMO.",,,365 by Whole Foods Market,,"365 by Whole Foods Market, Organic Refrigerated Salad Dressing, Vegan Ranch, 12 Fl Oz",,,GROCERY
B07NP8FDBT,Amazon,SA,71C9RqpbiYL,amazon.sa,"12 inch wall clock with analog operation, hour, and minute hands Durable, lightweight polypropylene plastic construction Hang in your office, workshop, classroom, kitchen, or anywhere time management is useful Silent time-keeping mechanism provides accuracy and quiet operation Battery operated with one AA battery (not included) Includes mounting hardware and instructions for easy installation",,,AmazonBasics,Black,"AmazonBasics 12"" Roman Wall Clock, Black",,1013744-040-A60,CLOCK
B06XC27LPR,Amazon,CA,61oA3eqjzVL,amazon.ca,Built wooden sole Imitation-suede leather uppers Rounded toe Order a size above your usual size,men's leather boots;boots for men men fashion men fashion men fashion men fashion men fashion men fashion men fashion men fashion men fashion men fashion men fashion men fashion men fashion men fashion,,find.,Brown,"Amazon Brand - find. Albert, Men’s Chelsea Boots Chelsea Boots, Brown (Brown), US 10",Albert,Albert Micro Suede,BOOT
B07H3QN7Y8,Amazon,US,61U05rlIrgL,amazon.com,"One 10.58-ounce container of unflavored glutamine powder 5 g L-Glutamine per serving, 60 servings per container As a dietary supplement, mix 1 scoop with at least 8 ounces of cold water or your favorite beverage 1-2 times per day Satisfaction Guarantee: We’re proud of our products. If you aren’t satisfied, we’ll refund you for any reason within a year of purchase. 1-877-485-0385 An Amazon brand",glutamine l glutamine glutamine powder amino acids solimo amazon brand,,Solimo,,"Amazon Brand - Solimo Glutamine Powder, Unflavored, 5 G L-Glutamine per Serving, 10.58 Ounce (60 Servings)",,,NUTRITIONAL_SUPPLEMENT
B000GXALGE,Amazon,US,81FAa8P++NS,amazon.com,"Includes 11-1/2-inch dinner plate, 8.9-inch salad plate, 6.4-inch bowl, and 11.8-ounce mug Made of high-fired stoneware for casual and formal dining Coated in lustrous, lead-free glaze; resists warping and cracking Dishwasher, oven, freezer, and microwave safe; made in Portugal Coordinates with Pinzon stoneware charger plates, platters, and bakers","server de beachy 24 basics usa porcelain innocence city dishware cuisinart spreader completo bowls 45pcs dip bowl modernas doulton holiday serving setting pieces gold skye platinum fine 1815 elegant loren trends 10 green set sets dinnerware dishes christmas n everyday home lorren china royal dinnerware, plates, dishes, gift, entertain, europe, tableware dinnerware, plates, dishes, gift, entertain, europe, tableware dinnerware, plates, dishes, gift, entertain, europe, tableware dinnerware, plates, dishes, gift, entertain, europe, tableware dinnerware, plates, dishes, gift, entertain, europe, tableware dinnerware, plates, dishes, gift, entertain, europe, tableware dinnerware, plates, dishes, gift, entertain, europe, tableware dinnerware, plates, dishes, gift, entertain, europe, tableware dinnerware, plates, dishes, gift, entertain, europe, tableware dinnerware, plates, dishes, gift, entertain, europe, tableware dinnerware, plates, dishes, gift, entertain, europe, tableware dinnerware, plates, dishes, gift, entertain, europe, tableware dinnerware, plates, dishes, gift, entertain, europe, tableware dinnerware, plates, dishes, gift, entertain, europe, tableware",,Pinzon by Amazon,Saffron,"Pinzon Country Crafts 4-Piece Place Setting, Service for 1, Saffron",,Enp301 / Enp231 / En,DISHWARE_PLACE_SETTING
B08DJN32WL,Amazon,JP,61OnkGVhMWL,amazon.co.jp,,,,,,,,45426AMZC,BAKING_PAN
B08563P5V8,Amazon,IN,71321JwN8OL,amazon.in,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports Compatible with Realme C3 Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports Stylish design and appearance, express your unique personality Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface No warranty",realme c3 360 cover realme c3 back cover realme c3 cover realme c3 designer case realme c3 designer covers realme c3 flexible back cover realme c3 mobile accessories realme c3 mobile cover realme c3 printed covers realme c3 silicon back case realme c3 tpu back cover,,Amazon Brand - Solimo,multi-colored,Amazon Brand - Solimo Designer Multicolor Stromae Heart Design Printed Soft Back Case Mobile Cover for Realme C3,Realme C3,SOLRMC3TPU0081,CELLULAR_PHONE_CASE
B07TG2XBVZ,Amazon,IN,61X-C3G7udL,amazon.in,"3D Printed Hard Back Case Mobile Cover for Lenovo Vibe X3 Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. Slim Hard Back Cover No Warranty",mobile cover back cover mobile case phone case mobile panel phone panel hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover,,Amazon Brand - Solimo,Others,Amazon Brand - Solimo Designer Round Candy 3D Printed Hard Back Case Mobile Cover for Lenovo Vibe X3,Lenovo Vibe X3,gz8204-SL40643,CELLULAR_PHONE_CASE
B0853VPXF3,Amazon,US,81EI0h5qM2L,amazon.com,"The sloping arms and low profile of this comfortable chair make it a welcome addition to your living room or office. The swiveling mechanism makes it easy to carry on conversations with everyone in the room. 34.3""W x 37.4""D x 36.6""H Metal, fabric, and foam-filled cushions This swivel chair has an elegant wood base upholstered with a stain-resistant fabric. No assembly required Avoid moisture, and wipe clean with a soft, dry cloth. Free returns for 30 days. 3-year warranty",studio recliner big egg signature seniors elderly lazy boy baxton modern furniture design by chairs recliners power man massage farmhouse ashley yandel sofa set electric gdf leather 2 kieran oversized lift,,Stone & Beam,Hemp,"Amazon Brand – Stone & Beam Hansberry Upholstered Swivel Chair, 34.4""W, Hemp",,A1060-B-793-1-K,CHAIR
B0784BZV57,Amazon,CA,8199AAKG30L,amazon.ca,Curved stiletto heel,closed toe heels pumps,,find.,Green (Aqua 09),"Amazon Brand - find. Women’s Court Shoe with Glitter, Green (Aqua), US 5",123662,123662,SHOES
B07Y59LSHW,Amazon,IN,71mf8jIPiDL,amazon.in,,,,AmazonCommercial,Orange,"AmazonCommercial Powder Free Disposable Nitrile Gloves, 8 mil, Orange, Diamond Textured, 240 mm Size XL, 50 per Pack",,32408OR240R6,SAFETY_SUPPLY
B075Z6YS29,Amazon,US,815Un-9umWL,amazon.com,"47.2""W x 22.2""D x 30.9""H Metal legs with warm walnut wood veneer Highly functional with large work space and three storage compartments on the back edge Add industrial style to your home office or study space with this practical desk. Featuring a mix of engineered wood, walnut veneer, and metal, it provides ample storage and work space. The uniquely designed hairpin legs are both sturdy and sleek. Easy assembly in 15-30 minutes. Wipe with a soft, dry cloth. Free returns for 30 days. 1-year warranty.","home-office-desks desk computer desk corner desk office desk l shaped desk gaming desk writing desk white desk desks small desk Rivet mid century modern Walnut Brown 47.2"" x 22.2"" x 33.9""",walnut veneer,Rivet,Walnut,"Amazon Brand – Rivet Modern Wood and Metal Hairpin Small Table Desk, 47.2""W, Walnut",,DT-066,DESK
B085219TMV,Amazon,GB,81FKvBM5ePL,amazon.co.uk,"Mounted dimensions: 96 x 107 x 30 cm (WxHxD) Body and shelf melamine resin coated chipboard in Grandson-oak repro, satin glass application in graphite High-quality ABS edges, metal clothes rail and coat hooks Quality made in Germany Coat rack panel with one shelf (loadable 10 kg) with silver clothes rail (loadable 10 kg) and five silver coat hooks (loadable 3 kg each)",coat rack with shelf hooks and storage racks wall mounted sobuy,Wood,Movian,Brown,Movian GW-BERLEBECK Coat rack panel 2962,,2962-554,HOME_FURNITURE_AND_DECOR
B08569RW2C,Amazon,IN,71IOtJpcMAL,amazon.in,"Snug fit for Samsung Galaxy S8 Plus, with perfect cut-outs for volume buttons, audio and charging ports Compatible with Samsung Galaxy S8 Plus Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface.",Back Cover Designer Case Designer Stars Mobile Cover Flexible Case Printed Cover Samsung Galaxy S8 Plus Case Silicone Case Soft TPU cases and covers fashion case mobile Cover,Silicon,Amazon Brand - Solimo,Multicolor,Amazon Brand - Solimo Designer Stars UV Printed Soft Back Case Mobile Cover for Samsung Galaxy S8 Plus,Samsung Galaxy S8 Plus,UV10264-SL40421,CELLULAR_PHONE_CASE
B0758BL7K2,PrimeNow,SG,811r-IA0JDL,amazon.sg,Outdoor soccer goal for backyard soccer practice with family and friends; sets up quickly and easily Weather-resistant powder-coated steel frame (1.25-inch tubes) holds its shape and offers long-lasting performance Durable netting; Velcro straps make it easy to attach the net to the frame Includes ground anchors to secure the goal in place and a carry bag for easy transport or storage Measures 12 by 5 by 6 feet (WxDxH); weighs 41 pounds; backed by an AmazonBasics limited one-year warranty,de toddlers basics pug golme 6ft nets balls kid 12x6 training collapsible youth pop ball score pugg primed toddler powernet post of tikes rebounder bownet goals kids set toys sports mini large brava accessories metal equipment portable pro futbol tykes popup 2 size franklin porterias full Competition Steel Soccer Goal Competition Steel Soccer Goal Competition Steel Soccer Goal Competition Steel Soccer Goal Competition Steel Soccer Goal Competition Steel Soccer Goal Competition Steel Soccer Goal Competition Steel Soccer Goal Competition Steel Soccer Goal Competition Steel Soccer Goal Competition Steel Soccer Goal Competition Steel Soccer Goal Competition Steel Soccer Goal Competition Steel Soccer Goal Competition Steel Soccer Goal,,AmazonBasics,,AmazonBasics Soccer Goal - 12' x 6',,JP08-010,SPORTING_GOODS
B081HMYVLP,Amazon,IN,61AbJS3NWrL,amazon.in,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports Compatible with Samsung Galaxy A30s Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface.No warranty",mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case,Plastic,Amazon Brand - Solimo,multi-colored,Amazon Brand - Solimo Designer Indian Theme Design 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy A30s,Samsung Galaxy A30s,SOLSA30S3DM184,CELLULAR_PHONE_CASE
B07Z9CQBG7,Amazon,DE,91MnwpOBBOL,amazon.de,,,,,,,,CC20310_36x24_CANV_XHD_NLC-Parent,HOME_FURNITURE_AND_DECOR
B07TG3R64C,Amazon,IN,81oLHOIcBvL,amazon.in,"3D Printed Hard Back Case Mobile Cover for Oppo A71 Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. Slim Hard Back Cover No Warranty",mobile cover back cover mobile case phone case mobile panel phone panel Asus mobile case Asus phone cover Asus back case Zenfone cases Zenfone cover mobile cover back cover mobile case phone case mobile panel phone panel Oppo mobile case Oppo phone cover Oppo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Oppo mobile case Oppo phone cover Oppo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Oppo mobile case Oppo phone cover Oppo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Oppo mobile case Oppo phone cover Oppo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Oppo mobile case Oppo phone cover Oppo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Oppo mobile case Oppo phone cover Oppo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Oppo mobile case Oppo phone cover Oppo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Oppo mobile case Oppo phone cover Oppo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Oppo mobile case Oppo phone cover Oppo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Oppo mobile case Oppo phone cover Oppo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Oppo mobile case Oppo phone cover Oppo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Oppo mobile case Oppo phone cover Oppo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Oppo mobile case Oppo phone cover Oppo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Oppo mobile case Oppo phone cover Oppo back case hard case 3D printed mobile cover,,Amazon Brand - Solimo,Others,Amazon Brand - Solimo Designer Water Drop 3D Printed Hard Back Case Mobile Cover for Oppo A71,Oppo A71,gz8537-SL40330,CELLULAR_PHONE_CASE
